,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
646,2014-08-24,1,60,32,0
647,2014-08-26,4,0,0,0
648,2014-08-27,2,0,0,0
649,2014-08-28,3,0,0,0
650,2014-08-29,2,0,0,0
651,2014-08-30,1,0,0,0
652,2014-08-31,1,0,0,0
653,2014-09-02,1,0,0,0
654,2014-09-03,3,40,10,0
655,2014-09-04,3,0,0,0
656,2014-09-06,7,4,0,0
657,2014-09-07,1,80,0,16
658,2014-09-08,2,0,0,0
659,2014-09-09,7,0,0,0
660,2014-09-10,2,0,0,0
661,2014-09-11,5,32,0,0
662,2014-09-12,6,0,0,0
663,2014-09-13,1,0,0,0
664,2014-09-14,1,120,16,0
665,2014-09-15,3,0,0,0
666,2014-09-16,3,0,0,0
667,2014-09-17,1,0,0,0
668,2014-09-18,5,0,0,0
669,2014-09-19,2,0,0,0
670,2014-09-20,1,0,0,0
671,2014-09-21,1,192,12,0
672,2014-09-22,3,0,0,0
673,2014-09-23,4,32,0,0
674,2014-09-24,2,9,0,0
675,2014-09-25,5,0,0,0
676,2014-09-26,1,0,0,0
677,2014-09-27,2,45,0,0
678,2014-09-28,2,250,96,120
679,2014-09-29,7,60,0,0
680,2014-09-30,3,0,0,0
681,2014-10-01,5,6,0,0
682,2014-10-02,3,150,72,0
683,2014-10-03,4,0,0,0
684,2014-10-04,1,0,0,0
685,2014-10-05,1,0,0,0
686,2014-10-06,2,48,0,0
687,2014-10-07,5,12,0,0
688,2014-10-09,4,0,0,0
689,2014-10-10,3,0,0,0
690,2014-10-11,2,0,0,0
691,2014-10-12,1,60,0,0
692,2014-10-13,4,0,0,0
693,2014-10-14,2,0,0,0
694,2014-10-15,3,6,0,0
695,2014-10-16,5,54,0,4
696,2014-10-17,1,0,0,0
697,2014-10-18,3,80,0,0
698,2014-10-19,2,90,12,0
699,2014-10-20,1,0,0,0
700,2014-10-21,7,0,0,0
701,2014-10-22,2,0,0,0
702,2014-10-23,5,0,0,0
703,2014-10-25,1,0,0,0
704,2014-10-26,3,96,0,0
705,2014-10-27,1,0,0,0
706,2014-10-28,4,0,0,0
707,2014-10-29,2,0,0,0
708,2014-10-30,2,0,0,0
709,2014-10-31,2,3,0,0
710,2014-11-02,1,0,0,0
711,2014-11-03,8,103,0,0
712,2014-11-04,4,168,0,0
713,2014-11-05,1,0,0,0
714,2014-11-06,2,50,0,0
715,2014-11-07,6,18,0,0
716,2014-11-08,3,0,0,0
717,2014-11-09,1,0,0,0
718,2014-11-10,5,0,0,0
719,2014-11-11,2,0,0,0
720,2014-11-13,2,0,0,0
721,2014-11-14,7,54,0,0
722,2014-11-15,2,48,0,0
723,2014-11-16,2,0,0,0
724,2014-11-17,2,40,0,0
725,2014-11-18,3,0,0,0
726,2014-11-19,4,0,0,0
727,2014-11-20,1,0,0,0
728,2014-11-21,5,0,0,0
729,2014-11-22,3,0,0,0
730,2014-11-23,1,144,0,0
731,2014-11-24,1,0,0,0
732,2014-11-25,4,0,0,0
733,2014-11-26,2,0,0,0
734,2014-11-27,2,12,0,0
735,2014-11-28,2,36,0,0
736,2014-11-29,1,36,0,0
737,2014-11-30,2,48,5,4
738,2014-12-01,4,0,0,0
739,2014-12-02,3,90,50,25
740,2014-12-03,6,60,0,0
741,2014-12-04,1,0,0,0
742,2014-12-05,4,0,0,0
743,2014-12-06,6,0,0,0
744,2014-12-07,2,32,0,0
745,2014-12-08,1,0,0,0
746,2014-12-09,3,0,0,0
747,2014-12-10,4,0,0,0
748,2014-12-11,2,40,0,0
749,2014-12-12,2,0,0,0
750,2014-12-13,2,0,0,0
751,2014-12-14,1,96,0,0
752,2014-12-15,4,0,0,0
753,2014-12-16,3,24,0,0
754,2014-12-17,2,64,144,75
755,2014-12-18,1,0,0,0
756,2014-12-19,7,72,4,0
757,2014-12-20,1,0,0,0
758,2014-12-21,2,0,0,0
759,2014-12-22,5,0,0,0
760,2014-12-23,1,0,0,0
761,2014-12-24,4,0,0,0
762,2014-12-25,4,60,0,0
