,PAPER,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
491,vietnamnet.vn,2012-05-05,10,0,0,0
492,vietnamnet.vn,2012-05-07,14,0,0,0
493,vietnamnet.vn,2012-05-08,12,0,0,0
494,vietnamnet.vn,2012-05-09,16,4,0,0
495,vietnamnet.vn,2012-05-10,20,32,0,32
496,vietnamnet.vn,2012-05-11,18,0,0,0
497,vietnamnet.vn,2012-05-12,13,0,0,0
498,vietnamnet.vn,2012-05-13,13,0,0,0
499,vietnamnet.vn,2012-05-14,20,0,0,0
500,vietnamnet.vn,2012-05-15,11,0,0,0
501,vietnamnet.vn,2012-05-16,11,0,0,0
502,vietnamnet.vn,2012-05-17,24,0,0,0
503,vietnamnet.vn,2012-05-18,19,0,0,0
504,vietnamnet.vn,2012-05-19,18,0,0,0
505,vietnamnet.vn,2012-05-20,14,0,0,0
506,vietnamnet.vn,2012-05-21,24,8,0,0
507,vietnamnet.vn,2012-05-22,23,0,0,0
